Face_Index,Vertex_Coordinates,Red,Green,Blue
153,"(2.409364, -0.344208, 10.241764); (2.412244, -0.173302, 10.496687); (2.200054, -0.322945, 10.564754); (2.173503, -0.453537, 10.301857)",0.8,0.8,0.8
154,"(2.521151, 0.2388, 10.606914); (2.471073, 0.472305, 10.82672); (2.313746, 0.255234, 10.878468); (2.383622, 0.026558, 10.711445)",0.8,0.8,0.8
155,"(2.521151, 0.2388, 10.606914); (2.586728, 0.011932, 10.400385); (2.787478, 0.191376, 10.31414); (2.722657, 0.437958, 10.534085)",0.8,0.8,0.8
156,"(2.471073, 0.472305, 10.82672); (2.521151, 0.2388, 10.606914); (2.722657, 0.437958, 10.534085); (2.741771, 0.561188, 10.859095)",0.8,0.8,0.8
157,"(2.505289, 0.567924, 11.134173); (2.312716, 0.499649, 11.04206); (2.313746, 0.255234, 10.878468); (2.471073, 0.472305, 10.82672)",0.8,0.8,0.8
158,"(2.117121, 0.290665, 11.070324); (2.148977, 0.0821, 10.9461); (2.313746, 0.255234, 10.878468); (2.312716, 0.499649, 11.04206)",0.8,0.8,0.8
159,"(2.313746, 0.255234, 10.878468); (2.148977, 0.0821, 10.9461); (2.180134, -0.126289, 10.772419); (2.383622, 0.026558, 10.711445)",0.8,0.8,0.8
160,"(0.795104, 10.719833, -5.755872); (0.833925, 10.44043, -5.757407); (0.684196, 10.426292, -6.004082); (0.653352, 10.705818, -6.003787)",0.8,0.8,0.8
161,"(0.795104, 10.719833, -5.755872); (0.767411, 11.000107, -5.758617); (0.88021, 11.016273, -5.499836); (0.912914, 10.735573, -5.497026)",0.8,0.8,0.8
162,"(0.795104, 10.719833, -5.755872); (0.912914, 10.735573, -5.497026); (0.963746, 10.456413, -5.500762); (0.833925, 10.44043, -5.757407)",0.8,0.8,0.8
163,"(0.767411, 11.000107, -5.758617); (0.795104, 10.719833, -5.755872); (0.653352, 10.705818, -6.003787); (0.629616, 10.986061, -6.006396)",0.8,0.8,0.8
164,"(0.521015, 10.416504, -6.24286); (0.495334, 10.695343, -6.242324); (0.653352, 10.705818, -6.003787); (0.684196, 10.426292, -6.004082)",0.8,0.8,0.8
165,"(0.653352, 10.705818, -6.003787); (0.495334, 10.695343, -6.242324); (0.475373, 10.974861, -6.244999); (0.629616, 10.986061, -6.006396)",0.8,0.8,0.8
166,"(0.767411, 11.000107, -5.758617); (0.629616, 10.986061, -6.006396); (0.612641, 11.26638, -6.011989); (0.748388, 11.280922, -5.764745)",0.8,0.8,0.8
167,"(0.475373, 10.974861, -6.244999); (0.459099, 11.254341, -6.249053); (0.612641, 11.26638, -6.011989); (0.629616, 10.986061, -6.006396)",0.8,0.8,0.8
168,"(-0.437244, 4.738815, 6.630612); (-0.439075, 4.90197, 6.37982); (-0.675845, 4.950317, 6.456125); (-0.671738, 4.783585, 6.705416)",0.0,1.0,0.0
169,"(-0.929109, 5.134857, 6.267686); (-0.920835, 4.966721, 6.517058); (-0.675845, 4.950317, 6.456125); (-0.680851, 5.115707, 6.205062)",0.0,1.0,0.0
170,"(-0.675845, 4.950317, 6.456125); (-0.439075, 4.90197, 6.37982); (-0.441605, 5.063583, 6.127062); (-0.680851, 5.115707, 6.205062)",0.0,1.0,0.0
171,"(-0.437244, 4.738815, 6.630612); (-0.20752, 4.677185, 6.550716); (-0.206866, 4.837975, 6.299371); (-0.439075, 4.90197, 6.37982)",0.0,1.0,0.0
172,"(-0.437244, 4.738815, 6.630612); (-0.436125, 4.574493, 6.879483); (-0.20739, 4.517845, 6.801805); (-0.20752, 4.677185, 6.550716)",0.0,1.0,0.0
173,"(-0.436125, 4.574493, 6.879483); (-0.437244, 4.738815, 6.630612); (-0.671738, 4.783585, 6.705416); (-0.668313, 4.615417, 6.95259)",0.0,1.0,0.0
174,"(-0.920835, 4.966721, 6.517058); (-0.913364, 4.797043, 6.765054); (-0.671738, 4.783585, 6.705416); (-0.675845, 4.950317, 6.456125)",0.0,1.0,0.0
175,"(-0.436125, 4.574493, 6.879483); (-0.434311, 4.41246, 7.128777); (-0.207213, 4.359375, 7.052312); (-0.20739, 4.517845, 6.801805)",0.8,0.8,0.8
176,"(-0.668313, 4.615417, 6.95259); (-0.663382, 4.452484, 7.202179); (-0.434311, 4.41246, 7.128777); (-0.436125, 4.574493, 6.879483)",0.8,0.8,0.8
177,"(-0.204425, 4.206406, 7.305198); (-0.207213, 4.359375, 7.052312); (-0.434311, 4.41246, 7.128777); (-0.429659, 4.256882, 7.381316)",0.8,0.8,0.8
178,"(0.015733, 4.139641, 7.223501); (0.015119, 4.290581, 6.970758); (-0.207213, 4.359375, 7.052312); (-0.204425, 4.206406, 7.305198)",0.8,0.8,0.8
179,"(0.01592, 4.444901, 6.719003); (-0.20739, 4.517845, 6.801805); (-0.207213, 4.359375, 7.052312); (0.015119, 4.290581, 6.970758)",0.8,0.8,0.8
180,"(0.654375, 0.293663, 14.729943); (0.709567, 0.13382, 14.975147); (0.692477, -0.195198, 14.803572); (0.565558, 0.000198, 14.571394)",0.8,0.8,0.8
181,"(0.654375, 0.293663, 14.729943); (0.625528, 0.597755, 14.894019); (0.649235, 0.441895, 15.140732); (0.709567, 0.13382, 14.975147)",0.8,0.8,0.8
182,"(0.709567, 0.13382, 14.975147); (0.649235, 0.441895, 15.140732); (0.658563, 0.310646, 15.393656); (0.748356, 0.013184, 15.249776)",0.8,0.8,0.8
183,"(0.703363, -0.312355, 15.125547); (0.692477, -0.195198, 14.803572); (0.709567, 0.13382, 14.975147); (0.748356, 0.013184, 15.249776)",0.8,0.8,0.8
184,"(0.448273, 0.538513, 15.536569); (0.658563, 0.310646, 15.393656); (0.649235, 0.441895, 15.140732); (0.467862, 0.69632, 15.297455)",0.8,0.8,0.8
185,"(0.738605, -0.063972, 15.532469); (0.748356, 0.013184, 15.249776); (0.658563, 0.310646, 15.393656); (0.65273, 0.206139, 15.66356)",0.8,0.8,0.8
186,"(3.737486, 0.5672, 12.523713); (3.635729, 0.348801, 12.348817); (3.582631, 0.549759, 12.1126); (3.693956, 0.761993, 12.276332)",0.8,0.8,0.8
187,"(3.786311, 0.79071, 12.720309); (3.737486, 0.5672, 12.523713); (3.693956, 0.761993, 12.276332); (3.76412, 0.986633, 12.46205)",0.8,0.8,0.8
188,"(3.728097, 1.168205, 12.192586); (3.76412, 0.986633, 12.46205); (3.693956, 0.761993, 12.276332); (3.664115, 0.94236, 12.015562)",0.8,0.8,0.8
189,"(3.546735, 0.740486, 11.862952); (3.664115, 0.94236, 12.015562); (3.693956, 0.761993, 12.276332); (3.582631, 0.549759, 12.1126)",0.8,0.8,0.8
190,"(3.526711, 0.708694, 13.088005); (3.764518, 0.587608, 12.968916); (3.786311, 0.79071, 12.720309); (3.573405, 0.938515, 12.872522)",0.8,0.8,0.8
191,"(3.786311, 0.79071, 12.720309); (3.764518, 0.587608, 12.968916); (3.745597, 0.373329, 12.771767); (3.737486, 0.5672, 12.523713)",0.8,0.8,0.8
192,"(3.024556, 1.084518, 13.026909); (2.999866, 0.874245, 13.280589); (3.267715, 0.799065, 13.195478); (3.305206, 1.025749, 12.968204)",0.8,0.8,0.8
193,"(3.305206, 1.025749, 12.968204); (3.267715, 0.799065, 13.195478); (3.526711, 0.708694, 13.088005); (3.573405, 0.938515, 12.872522)",0.8,0.8,0.8
194,"(3.526711, 0.708694, 13.088005); (3.511281, 0.542809, 13.34424); (3.736868, 0.403824, 13.219079); (3.764518, 0.587608, 12.968916)",0.8,0.8,0.8
195,"(3.526711, 0.708694, 13.088005); (3.267715, 0.799065, 13.195478); (3.273295, 0.665871, 13.485909); (3.511281, 0.542809, 13.34424)",0.8,0.8,0.8
196,"(-2.689446, 13.198158, -8.634171); (-2.438148, 13.20105, -8.745625); (-2.440236, 12.927322, -8.743423); (-2.68978, 12.923225, -8.628341)",0.8,0.8,0.8
197,"(-2.689446, 13.198158, -8.634171); (-2.68978, 12.923225, -8.628341); (-2.897962, 12.918427, -8.44952); (-2.896351, 13.194267, -8.453499)",0.8,0.8,0.8
198,"(-2.689942, 13.473129, -8.63918); (-2.689446, 13.198158, -8.634171); (-2.896351, 13.194267, -8.453499); (-2.901285, 13.470207, -8.463088)",0.8,0.8,0.8
199,"(-2.906263, 13.746414, -8.470919); (-2.691054, 13.748161, -8.643507); (-2.689942, 13.473129, -8.63918); (-2.901285, 13.470207, -8.463088)",0.8,0.8,0.8
200,"(-2.689942, 13.473129, -8.63918); (-2.436737, 13.474922, -8.747491); (-2.438148, 13.20105, -8.745625); (-2.689446, 13.198158, -8.634171)",0.8,0.8,0.8
201,"(-2.436048, 13.748871, -8.749453); (-2.436737, 13.474922, -8.747491); (-2.689942, 13.473129, -8.63918); (-2.691054, 13.748161, -8.643507)",0.8,0.8,0.8
202,"(-2.302839, 3.791634, 8.560028); (-2.29462, 3.69519, 8.831246); (-2.047202, 3.700531, 8.78698); (-2.056648, 3.805588, 8.518953)",0.8,0.8,0.8
203,"(-1.801506, 3.703079, 8.74045); (-2.047202, 3.700531, 8.78698); (-2.033617, 3.595688, 9.053504); (-1.786758, 3.589813, 9.004448)",0.8,0.8,0.8
204,"(-2.033617, 3.595688, 9.053504); (-2.28129, 3.606987, 9.103673); (-2.261088, 3.523376, 9.377546); (-2.01263, 3.496544, 9.321796)",0.8,0.8,0.8
205,"(-2.29462, 3.69519, 8.831246); (-2.28129, 3.606987, 9.103673); (-2.033617, 3.595688, 9.053504); (-2.047202, 3.700531, 8.78698)",0.8,0.8,0.8
206,"(-1.801506, 3.703079, 8.74045); (-1.558646, 3.71344, 8.694271); (-1.571069, 3.8442, 8.434809); (-1.812437, 3.825989, 8.478716)",0.8,0.8,0.8
207,"(-1.801506, 3.703079, 8.74045); (-1.812437, 3.825989, 8.478716); (-2.056648, 3.805588, 8.518953); (-2.047202, 3.700531, 8.78698)",0.8,0.8,0.8
208,"(-1.801506, 3.703079, 8.74045); (-1.786758, 3.589813, 9.004448); (-1.543305, 3.584793, 8.952496); (-1.558646, 3.71344, 8.694271)",0.8,0.8,0.8
209,"(-1.786758, 3.589813, 9.004448); (-2.033617, 3.595688, 9.053504); (-2.01263, 3.496544, 9.321796); (-1.766692, 3.475006, 9.265907)",0.8,0.8,0.8
210,"(-2.01263, 3.496544, 9.321796); (-2.261088, 3.523376, 9.377546); (-2.227188, 3.435898, 9.650699); (-1.982058, 3.396301, 9.589123)",0.8,0.8,0.8
211,"(-1.738784, 3.365013, 9.527633); (-1.766692, 3.475006, 9.265907); (-2.01263, 3.496544, 9.321796); (-1.982058, 3.396301, 9.589123)",0.8,0.8,0.8
212,"(-1.786758, 3.589813, 9.004448); (-1.766692, 3.475006, 9.265907); (-1.52389, 3.459312, 9.209111); (-1.543305, 3.584793, 8.952496)",0.8,0.8,0.8
213,"(-3.981723, 5.294479, -5.760334); (-3.978255, 5.581284, -5.710057); (-3.896239, 5.596283, -5.980299); (-3.919042, 5.311768, -6.036539)",0.8,0.8,0.8
214,"(-3.981723, 5.294479, -5.760334); (-3.996848, 5.008041, -5.813486); (-4.044622, 4.99176, -5.533678); (-4.043412, 5.279091, -5.484027)",0.8,0.8,0.8
215,"(-3.978255, 5.581284, -5.710057); (-3.986401, 5.867798, -5.663146); (-3.895067, 5.882072, -5.929551); (-3.896239, 5.596283, -5.980299)",0.8,0.8,0.8
216,"(-4.043412, 5.279091, -5.484027); (-4.051187, 5.567497, -5.437299); (-3.978255, 5.581284, -5.710057); (-3.981723, 5.294479, -5.760334)",0.8,0.8,0.8
217,"(-4.051187, 5.567497, -5.437299); (-4.069998, 5.854874, -5.394133); (-3.986401, 5.867798, -5.663146); (-3.978255, 5.581284, -5.710057)",0.8,0.8,0.8
218,"(-4.069998, 5.854874, -5.394133); (-4.051187, 5.567497, -5.437299); (-4.121138, 5.554871, -5.163894); (-4.144931, 5.84317, -5.122295)",0.8,0.8,0.8
219,"(-4.154328, 5.255913, -4.930211); (-4.175941, 5.545212, -4.887115); (-4.121138, 5.554871, -5.163894); (-4.104906, 5.266449, -5.208162)",0.8,0.8,0.8
220,"(-4.043412, 5.279091, -5.484027); (-4.104906, 5.266449, -5.208162); (-4.121138, 5.554871, -5.163894); (-4.051187, 5.567497, -5.437299)",0.8,0.8,0.8
221,"(-4.121138, 5.554871, -5.163894); (-4.175941, 5.545212, -4.887115); (-4.212327, 5.832939, -4.848391); (-4.144931, 5.84317, -5.122295)",0.8,0.8,0.8
222,"(-4.181289, 6.130577, -5.085378); (-4.098711, 6.141716, -5.354881); (-4.069998, 5.854874, -5.394133); (-4.144931, 5.84317, -5.122295)",0.8,0.8,0.8
223,"(-2.959862, 1.186325, 15.132957); (-2.765903, 1.255394, 15.118582); (-2.799649, 1.300331, 14.839311); (-2.999133, 1.246437, 14.851637)",0.8,0.8,0.8
224,"(-2.999133, 1.246437, 14.851637); (-2.799649, 1.300331, 14.839311); (-2.83865, 1.404137, 14.574729); (-3.042747, 1.35321, 14.585654)",0.8,0.8,0.8
225,"(-2.83865, 1.404137, 14.574729); (-2.799649, 1.300331, 14.839311); (-2.60057, 1.354271, 14.820223); (-2.631938, 1.443748, 14.555319)",0.8,0.8,0.8
226,"(-3.249524, 1.319801, 14.599928); (-3.206024, 1.239525, 14.874628); (-2.999133, 1.246437, 14.851637); (-3.042747, 1.35321, 14.585654)",0.8,0.8,0.8
227,"(-4.377585, 2.561668, -3.904315); (-4.350681, 2.557625, -3.62058); (-4.316799, 2.854683, -3.589892); (-4.330268, 2.858086, -3.873168)",0.8,0.8,0.8
228,"(-4.316799, 2.854683, -3.589892); (-4.30063, 2.853333, -3.308362); (-4.268009, 3.149719, -3.274575); (-4.273655, 3.150757, -3.555331)",0.8,0.8,0.8
229,"(-4.282876, 3.154099, -3.837505); (-4.330268, 2.858086, -3.873168); (-4.316799, 2.854683, -3.589892); (-4.273655, 3.150757, -3.555331)",0.8,0.8,0.8
230,"(-4.316799, 2.854683, -3.589892); (-4.350681, 2.557625, -3.62058); (-4.331643, 2.556557, -3.33789); (-4.30063, 2.853333, -3.308362)",0.8,0.8,0.8
231,"(-4.377585, 2.561668, -3.904315); (-4.401571, 2.568077, -4.189793); (-4.448379, 2.270035, -4.217288); (-4.414693, 2.263344, -3.931109)",0.8,0.8,0.8
232,"(-4.377585, 2.561668, -3.904315); (-4.330268, 2.858086, -3.873168); (-4.347291, 2.86422, -4.157678); (-4.401571, 2.568077, -4.189793)",0.8,0.8,0.8
233,"(-4.377585, 2.561668, -3.904315); (-4.414693, 2.263344, -3.931109); (-4.377775, 2.259758, -3.646852); (-4.350681, 2.557625, -3.62058)",0.8,0.8,0.8
234,"(-1.907928, 1.200218, -10.05973); (-1.596557, 1.221214, -10.040869); (-1.603035, 0.985016, -9.983838); (-1.905511, 0.957817, -9.999139)",0.8,0.8,0.8
235,"(-2.203548, 0.931824, -9.972588); (-2.219503, 1.17749, -10.027321); (-1.907928, 1.200218, -10.05973); (-1.905511, 0.957817, -9.999139)",0.8,0.8,0.8
236,"(-1.920164, 1.450272, -10.11471); (-1.907928, 1.200218, -10.05973); (-2.219503, 1.17749, -10.027321); (-2.240435, 1.427551, -10.069799)",0.8,0.8,0.8
237,"(-2.262724, 1.682526, -10.107553); (-1.934011, 1.70607, -10.145418); (-1.920164, 1.450272, -10.11471); (-2.240435, 1.427551, -10.069799)",0.8,0.8,0.8
238,"(-1.596557, 1.221214, -10.040869); (-1.907928, 1.200218, -10.05973); (-1.920164, 1.450272, -10.11471); (-1.594819, 1.465843, -10.09455)",0.8,0.8,0.8
239,"(-4.706206, 1.227974, -6.396979); (-4.695313, 1.271484, -6.704801); (-4.644132, 0.970734, -6.72715); (-4.6548, 0.925339, -6.419797)",0.8,0.8,0.8
240,"(-4.581712, 0.626686, -6.440208); (-4.6548, 0.925339, -6.419797); (-4.644132, 0.970734, -6.72715); (-4.573546, 0.673851, -6.746687)",0.8,0.8,0.8
241,"(-4.54957, 0.726051, -7.052298); (-4.573546, 0.673851, -6.746687); (-4.644132, 0.970734, -6.72715); (-4.619927, 1.020058, -7.034423)",0.8,0.8,0.8
242,"(-4.673687, 1.317963, -7.013281); (-4.619927, 1.020058, -7.034423); (-4.644132, 0.970734, -6.72715); (-4.695313, 1.271484, -6.704801)",0.8,0.8,0.8
243,"(-4.726908, 1.574936, -6.678932); (-4.695313, 1.271484, -6.704801); (-4.706206, 1.227974, -6.396979); (-4.734528, 1.533195, -6.371084)",0.8,0.8,0.8
244,"(-4.706206, 1.227974, -6.396979); (-4.701274, 1.188713, -6.09007); (-4.731233, 1.494835, -6.064752); (-4.734528, 1.533195, -6.371084)",0.8,0.8,0.8
245,"(-4.652767, 0.884361, -6.112844); (-4.701274, 1.188713, -6.09007); (-4.706206, 1.227974, -6.396979); (-4.6548, 0.925339, -6.419797)",0.8,0.8,0.8
246,"(-2.811049, 0.675888, 0.443972); (-2.591586, 0.502174, 0.414269); (-2.544684, 0.480644, 0.675556); (-2.7692, 0.648613, 0.704096)",0.8,0.8,0.8
247,"(-2.7692, 0.648613, 0.704096); (-2.544684, 0.480644, 0.675556); (-2.502314, 0.452759, 0.937585); (-2.73165, 0.614403, 0.964926)",0.8,0.8,0.8
248,"(-2.217747, 0.285629, 1.171817); (-2.461064, 0.422951, 1.200251); (-2.502314, 0.452759, 0.937585); (-2.260336, 0.312775, 0.907755)",0.8,0.8,0.8
249,"(-2.693335, 0.579697, 1.226303); (-2.73165, 0.614403, 0.964926); (-2.502314, 0.452759, 0.937585); (-2.461064, 0.422951, 1.200251)",0.8,0.8,0.8
250,"(-2.311325, 0.327293, 0.645204); (-2.260336, 0.312775, 0.907755); (-2.502314, 0.452759, 0.937585); (-2.544684, 0.480644, 0.675556)",0.8,0.8,0.8
251,"(-0.784168, 6.654663, -8.065356); (-0.761423, 6.388268, -8.132187); (-0.909977, 6.418533, -8.395192); (-0.939819, 6.681122, -8.322328)",0.8,0.8,0.8
252,"(-0.734247, 6.122833, -8.203818); (-0.883018, 6.155281, -8.468751); (-0.909977, 6.418533, -8.395192); (-0.761423, 6.388268, -8.132187)",0.8,0.8,0.8
253,"(-1.032731, 6.189491, -8.732726); (-1.061035, 6.449997, -8.656115); (-0.909977, 6.418533, -8.395192); (-0.883018, 6.155281, -8.468751)",0.8,0.8,0.8
254,"(-0.909977, 6.418533, -8.395192); (-1.061035, 6.449997, -8.656115); (-1.090368, 6.710136, -8.581127); (-0.939819, 6.681122, -8.322328)",0.8,0.8,0.8
255,"(-0.601576, 6.362442, -7.874666); (-0.761423, 6.388268, -8.132187); (-0.784168, 6.654663, -8.065356); (-0.623198, 6.631012, -7.810226)",0.8,0.8,0.8
256,"(-0.9688, 6.944176, -8.253546); (-0.808997, 6.920631, -8.0002); (-0.784168, 6.654663, -8.065356); (-0.939819, 6.681122, -8.322328)",0.8,0.8,0.8
257,"(-0.644408, 6.899513, -7.748541); (-0.623198, 6.631012, -7.810226); (-0.784168, 6.654663, -8.065356); (-0.808997, 6.920631, -8.0002)",0.8,0.8,0.8
258,"(-0.285818, 6.592361, -7.30722); (-0.25104, 6.324417, -7.377482); (-0.43179, 6.340866, -7.62267); (-0.459382, 6.609459, -7.555986)",0.8,0.8,0.8
259,"(-0.459382, 6.609459, -7.555986); (-0.43179, 6.340866, -7.62267); (-0.601576, 6.362442, -7.874666); (-0.623198, 6.631012, -7.810226)",0.8,0.8,0.8
260,"(-0.601576, 6.362442, -7.874666); (-0.570686, 6.096031, -7.946722); (-0.734247, 6.122833, -8.203818); (-0.761423, 6.388268, -8.132187)",0.8,0.8,0.8
261,"(-0.601576, 6.362442, -7.874666); (-0.43179, 6.340866, -7.62267); (-0.396891, 6.073959, -7.695504); (-0.570686, 6.096031, -7.946722)",0.8,0.8,0.8
262,"(-0.644408, 6.899513, -7.748541); (-0.478771, 6.879738, -7.496688); (-0.459382, 6.609459, -7.555986); (-0.623198, 6.631012, -7.810226)",0.8,0.8,0.8
263,"(-4.077939, 12.898178, -4.933431); (-4.014414, 12.886772, -5.191012); (-4.034045, 12.607948, -5.173651); (-4.101641, 12.620712, -4.915975)",0.8,0.8,0.8
264,"(-4.13047, 12.343201, -4.898753); (-4.101641, 12.620712, -4.915975); (-4.034045, 12.607948, -5.173651); (-4.059705, 12.329147, -5.156998)",0.8,0.8,0.8
265,"(-3.943203, 12.878761, -5.446147); (-3.956208, 12.598938, -5.427875); (-4.034045, 12.607948, -5.173651); (-4.014414, 12.886772, -5.191012)",0.8,0.8,0.8
266,"(-4.077939, 12.898178, -4.933431); (-4.06669, 13.175789, -4.954031); (-4.003788, 13.165428, -5.210572); (-4.014414, 12.886772, -5.191012)",0.8,0.8,0.8
267,"(-2.318213, 10.240051, 0.161941); (-2.060431, 10.254242, 0.240631); (-2.016905, 10.558517, 0.146256); (-2.272688, 10.548271, 0.08217)",0.8,0.8,0.8
268,"(-2.016905, 10.558517, 0.146256); (-1.977879, 10.864418, 0.07086); (-2.225199, 10.853569, 0.00935); (-2.272688, 10.548271, 0.08217)",0.8,0.8,0.8
269,"(-2.016905, 10.558517, 0.146256); (-1.757536, 10.560341, 0.169838); (-1.722359, 10.865929, 0.092657); (-1.977879, 10.864418, 0.07086)",0.8,0.8,0.8
270,"(-2.016905, 10.558517, 0.146256); (-2.060431, 10.254242, 0.240631); (-1.79858, 10.258705, 0.268392); (-1.757536, 10.560341, 0.169838)",0.8,0.8,0.8
271,"(-2.318213, 10.240051, 0.161941); (-2.375105, 9.933945, 0.261627); (-2.110406, 9.953369, 0.348036); (-2.060431, 10.254242, 0.240631)",0.8,0.8,0.8
272,"(-2.318213, 10.240051, 0.161941); (-2.272688, 10.548271, 0.08217); (-2.510759, 10.525703, -0.03813); (-2.565989, 10.217171, 0.036301)",0.8,0.8,0.8
273,"(3.03732, 2.420593, 6.830231); (3.273526, 2.327965, 6.749071); (3.226354, 2.353615, 6.481894); (2.999816, 2.462967, 6.561738)",0.8,0.8,0.8
274,"(3.03732, 2.420593, 6.830231); (2.999816, 2.462967, 6.561738); (2.768541, 2.558464, 6.640861); (2.79102, 2.4814, 6.903393)",0.8,0.8,0.8
275,"(3.064327, 2.356743, 7.092246); (3.03732, 2.420593, 6.830231); (2.79102, 2.4814, 6.903393); (2.808952, 2.394241, 7.161546)",0.8,0.8,0.8
276,"(2.79102, 2.4814, 6.903393); (2.768541, 2.558464, 6.640861); (2.533339, 2.640175, 6.715615); (2.548097, 2.547173, 6.975999)",0.8,0.8,0.8
277,"(2.79102, 2.4814, 6.903393); (2.548097, 2.547173, 6.975999); (2.56401, 2.45565, 7.234913); (2.808952, 2.394241, 7.161546)",0.8,0.8,0.8
278,"(3.064327, 2.356743, 7.092246); (3.312613, 2.29467, 7.013854); (3.273526, 2.327965, 6.749071); (3.03732, 2.420593, 6.830231)",0.8,0.8,0.8
279,"(-3.456083, 5.698105, 3.877155); (-3.275974, 5.900131, 3.894523); (-3.309881, 6.056297, 3.638795); (-3.49735, 5.853905, 3.624703)",0.8,0.8,0.8
280,"(-3.139758, 6.40049, 3.387402); (-3.349392, 6.215698, 3.384807); (-3.309881, 6.056297, 3.638795); (-3.101078, 6.233887, 3.640172)",0.8,0.8,0.8
281,"(-3.49735, 5.853905, 3.624703); (-3.309881, 6.056297, 3.638795); (-3.349392, 6.215698, 3.384807); (-3.540052, 6.008118, 3.37089)",0.8,0.8,0.8
282,"(-3.584914, 6.16378, 3.11683); (-3.540052, 6.008118, 3.37089); (-3.349392, 6.215698, 3.384807); (-3.388993, 6.374008, 3.128947)",0.8,0.8,0.8
283,"(-3.174126, 6.560982, 3.129168); (-3.388993, 6.374008, 3.128947); (-3.349392, 6.215698, 3.384807); (-3.139758, 6.40049, 3.387402)",0.8,0.8,0.8
284,"(-3.661656, 5.631668, 3.598559); (-3.710918, 5.784119, 3.347491); (-3.838935, 5.532425, 3.308369); (-3.793712, 5.387459, 3.561824)",0.8,0.8,0.8
285,"(-3.750842, 5.241943, 3.815723); (-3.615482, 5.479149, 3.849947); (-3.661656, 5.631668, 3.598559); (-3.793712, 5.387459, 3.561824)",0.8,0.8,0.8
286,"(-3.661656, 5.631668, 3.598559); (-3.615482, 5.479149, 3.849947); (-3.456083, 5.698105, 3.877155); (-3.49735, 5.853905, 3.624703)",0.8,0.8,0.8
287,"(-3.661656, 5.631668, 3.598559); (-3.49735, 5.853905, 3.624703); (-3.540052, 6.008118, 3.37089); (-3.710918, 5.784119, 3.347491)",0.8,0.8,0.8
288,"(-3.584914, 6.16378, 3.11683); (-3.75422, 5.932556, 3.092289); (-3.710918, 5.784119, 3.347491); (-3.540052, 6.008118, 3.37089)",0.8,0.8,0.8
289,"(-3.710918, 5.784119, 3.347491); (-3.75422, 5.932556, 3.092289); (-3.884014, 5.675758, 3.053857); (-3.838935, 5.532425, 3.308369)",0.8,0.8,0.8
290,"(-3.897393, 5.130074, 3.520436); (-3.793712, 5.387459, 3.561824); (-3.838935, 5.532425, 3.308369); (-3.946338, 5.271088, 3.267737)",0.8,0.8,0.8
291,"(-3.275974, 5.900131, 3.894523); (-3.06146, 6.065826, 3.890158); (-3.101078, 6.233887, 3.640172); (-3.309881, 6.056297, 3.638795)",0.8,0.8,0.8
292,"(-3.06146, 6.065826, 3.890158); (-3.275974, 5.900131, 3.894523); (-3.241804, 5.74382, 4.148892); (-3.030596, 5.909348, 4.14695)",0.8,0.8,0.8
293,"(-3.001242, 5.755028, 4.40396); (-3.030596, 5.909348, 4.14695); (-3.241804, 5.74382, 4.148892); (-3.208117, 5.586624, 4.401006)",0.8,0.8,0.8
294,"(-3.241804, 5.74382, 4.148892); (-3.275974, 5.900131, 3.894523); (-3.456083, 5.698105, 3.877155); (-3.420377, 5.544525, 4.131154)",0.8,0.8,0.8
295,"(-2.805296, 6.05954, 4.141273); (-2.832124, 6.215584, 3.881294); (-3.06146, 6.065826, 3.890158); (-3.030596, 5.909348, 4.14695)",0.8,0.8,0.8
296,"(-2.86604, 6.382462, 3.627134); (-3.101078, 6.233887, 3.640172); (-3.06146, 6.065826, 3.890158); (-2.832124, 6.215584, 3.881294)",0.8,0.8,0.8
297,"(-4.205926, 2.496597, -8.759395); (-4.194452, 2.786278, -8.71478); (-4.025592, 2.826614, -8.999715); (-4.031373, 2.539154, -9.043218)",0.8,0.8,0.8
298,"(-4.17028, 3.074585, -8.662292); (-4.007218, 3.113007, -8.947598); (-4.025592, 2.826614, -8.999715); (-4.194452, 2.786278, -8.71478)",0.8,0.8,0.8
299,"(-4.025592, 2.826614, -8.999715); (-4.007218, 3.113007, -8.947598); (-3.808151, 3.147255, -9.215703); (-3.82403, 2.863701, -9.269431)",0.8,0.8,0.8
300,"(-3.826226, 2.579269, -9.312093); (-4.031373, 2.539154, -9.043218); (-4.025592, 2.826614, -8.999715); (-3.82403, 2.863701, -9.269431)",0.8,0.8,0.8
301,"(-4.205926, 2.496597, -8.759395); (-4.201862, 2.207352, -8.795155); (-4.345305, 2.159996, -8.498334); (-4.347743, 2.451538, -8.462525)",0.8,0.8,0.8
